tradingDay,unix,symbol,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount
2021-11-01 05:31:00,1635724860000,ETHUSDT,4293.43,4295.63,4288.25,4295.42,2817365.17928,0,656.352
2021-11-01 05:32:00,1635724920000,ETHUSDT,4295.43,4295.43,4286.18,4295.27,2371332.51875,0,552.772
2021-11-01 05:33:00,1635724980000,ETHUSDT,4295.21,4301.0,4285.09,4285.79,3086735.11259,0,718.486
2021-11-01 05:34:00,1635725040000,ETHUSDT,4285.47,4293.62,4279.67,4292.72,2884965.01874,0,673.337
2021-11-01 05:35:00,1635725100000,ETHUSDT,4292.61,4300.65,4292.41,4298.53,1843943.89403,0,429.076
2021-11-01 05:36:00,1635725160000,ETHUSDT,4298.99,4304.0,4298.99,4303.99,3802865.20304,0,884.049
2021-11-01 05:37:00,1635725220000,ETHUSDT,4304.0,4304.21,4301.74,4302.3,1566728.77897,0,364.095
2021-11-01 05:38:00,1635725280000,ETHUSDT,4302.29,4306.31,4301.68,4305.2,3198721.51646,0,743.166
2021-11-01 05:39:00,1635725340000,ETHUSDT,4305.19,4307.0,4304.37,4307.0,860548.22279,0,199.848
2021-11-01 05:40:00,1635725400000,ETHUSDT,4306.99,4310.83,4305.62,4305.98,2398726.11836,0,556.685
2021-11-01 05:41:00,1635725460000,ETHUSDT,4305.98,4309.23,4301.18,4309.23,628633.44972,0,146.027
2021-11-01 05:42:00,1635725520000,ETHUSDT,4309.23,4313.34,4308.46,4313.04,4546011.34441,0,1054.387
2021-11-01 05:43:00,1635725580000,ETHUSDT,4313.03,4317.61,4311.85,4315.32,3659111.8572,0,847.899
2021-11-01 05:44:00,1635725640000,ETHUSDT,4315.33,4318.28,4313.05,4314.9,2633627.9795,0,610.195
2021-11-01 05:45:00,1635725700000,ETHUSDT,4314.67,4317.96,4313.08,4314.63,1394225.62736,0,323.07
2021-11-01 05:46:00,1635725760000,ETHUSDT,4314.63,4318.77,4314.31,4318.76,1046324.39471,0,242.387
2021-11-01 05:47:00,1635725820000,ETHUSDT,4318.76,4320.84,4315.07,4319.27,3154347.88543,0,730.288
2021-11-01 05:48:00,1635725880000,ETHUSDT,4319.39,4321.28,4315.51,4319.51,1768536.82707,0,409.521
2021-11-01 05:49:00,1635725940000,ETHUSDT,4319.51,4326.96,4318.58,4325.73,4533367.91778,0,1048.435
2021-11-01 05:50:00,1635726000000,ETHUSDT,4325.72,4327.3,4316.8,4319.21,1196557.52403,0,276.799
2021-11-01 05:51:00,1635726060000,ETHUSDT,4319.21,4322.51,4318.36,4318.41,858608.0597,0,198.739
2021-11-01 05:52:00,1635726120000,ETHUSDT,4318.42,4318.76,4313.53,4314.16,1719125.06757,0,398.374
2021-11-01 05:53:00,1635726180000,ETHUSDT,4314.16,4318.12,4313.26,4317.26,882046.12723,0,204.382
2021-11-01 05:54:00,1635726240000,ETHUSDT,4317.83,4318.99,4314.62,4314.85,685244.43085,0,158.727
2021-11-01 05:55:00,1635726300000,ETHUSDT,4314.86,4323.49,4314.62,4322.47,2111080.9081,0,488.685
2021-11-01 05:56:00,1635726360000,ETHUSDT,4322.46,4326.69,4321.28,4324.78,2694125.9211,0,623.074
2021-11-01 05:57:00,1635726420000,ETHUSDT,4324.78,4324.78,4322.09,4323.9,813143.05178,0,188.085
2021-11-01 05:58:00,1635726480000,ETHUSDT,4323.9,4325.99,4321.51,4321.52,1061049.76188,0,245.358
2021-11-01 05:59:00,1635726540000,ETHUSDT,4321.51,4321.51,4317.65,4318.37,583976.47884,0,135.204
2021-11-01 06:00:00,1635726600000,ETHUSDT,4318.45,4327.0,4318.45,4320.65,2406124.07974,0,556.667
2021-11-01 06:01:00,1635726660000,ETHUSDT,4320.65,4322.31,4316.69,4321.29,1207401.88774,0,279.494
2021-11-01 06:02:00,1635726720000,ETHUSDT,4320.89,4321.88,4318.06,4318.36,664101.53776,0,153.751
2021-11-01 06:03:00,1635726780000,ETHUSDT,4318.37,4318.66,4315.93,4317.44,950818.85569,0,220.247
2021-11-01 06:04:00,1635726840000,ETHUSDT,4317.44,4319.42,4312.83,4313.64,884891.54892,0,205.062
